W20260630 04:01:58 125597 py.warnings warnings.py:109] /home/ma-user/miniconda3/envs/dino/lib/python3.10/site-packages/timm/models/layers/__init__.py:49: FutureWarning: Importing from timm.models.layers is deprecated, please import via timm.layers
I20260630 04:12:40 125597 dinov2 helpers.py:102]   [   90/10010]  eta: 19:06:28    time: 7.004102  data: 0.000469  max mem: 26539
I20260630 04:13:50 125597 dinov2 helpers.py:102]   [  100/10010]  eta: 19:06:27    time: 7.004046  data: 0.000471  max mem: 26539
I20260630 04:15:01 125597 dinov2 helpers.py:102]   [  110/10010]  eta: 19:06:14    time: 7.003757  data: 0.000452  max mem: 26539
I20260630 04:16:11 125597 dinov2 helpers.py:102]   [  120/10010]  eta: 19:05:52    time: 7.004971  data: 0.000441  max mem: 26539
I20260630 04:17:21 125597 dinov2 helpers.py:102]   [  130/10010]  eta: 19:05:24    time: 7.005898  data: 0.000431  max mem: 26539
I20260630 04:18:31 125597 dinov2 helpers.py:102]   [  140/10010]  eta: 19:04:47    time: 7.004680  data: 0.000444  max mem: 26539
I20260630 04:19:41 125597 dinov2 helpers.py:102]   [  150/10010]  eta: 19:04:08    time: 7.004175  data: 0.000446  max mem: 26539
I20260630 04:20:51 125597 dinov2 helpers.py:102]   [  160/10010]  eta: 19:03:24    time: 7.004827  data: 0.000446  max mem: 26539
I20260630 04:22:01 125597 dinov2 helpers.py:102]   [  170/10010]  eta: 19:02:36    time: 7.003424  data: 0.000444  max mem: 26539
I20260630 04:23:11 125597 dinov2 helpers.py:102]   [  180/10010]  eta: 19:01:45    time: 7.001736  data: 0.000443  max mem: 26539
I20260630 04:24:21 125597 dinov2 helpers.py:102]   [  190/10010]  eta: 19:00:52    time: 7.001684  data: 0.000456  max mem: 26539
I20260630 04:25:31 125597 dinov2 helpers.py:102]   [  200/10010]  eta: 18:59:57    time: 7.001799  data: 0.000444  max mem: 26539
I20260630 04:26:41 125597 dinov2 helpers.py:102]   [  210/10010]  eta: 18:59:01    time: 7.001128  data: 0.000446  max mem: 26539
I20260630 04:27:51 125597 dinov2 helpers.py:102]   [  220/10010]  eta: 18:58:04    time: 7.001561  data: 0.000450  max mem: 26539
I20260630 04:29:01 125597 dinov2 helpers.py:102]   [  230/10010]  eta: 18:57:05    time: 7.001536  data: 0.000440  max mem: 26539
I20260630 04:30:11 125597 dinov2 helpers.py:102]   [  240/10010]  eta: 18:56:05    time: 7.000485  data: 0.000446  max mem: 26539
I20260630 04:31:21 125597 dinov2 helpers.py:102]   [  250/10010]  eta: 18:55:04    time: 7.000296  data: 0.000445  max mem: 26539
I20260630 04:32:31 125597 dinov2 helpers.py:102]   [  260/10010]  eta: 18:54:03    time: 7.000575  data: 0.000456  max mem: 26539
I20260630 04:33:41 125597 dinov2 helpers.py:102]   [  270/10010]  eta: 18:53:02    time: 7.001307  data: 0.000465  max mem: 26539
I20260630 04:34:51 125597 dinov2 helpers.py:102]   [  280/10010]  eta: 18:51:59    time: 7.001842  data: 0.000447  max mem: 26539
I20260630 04:36:01 125597 dinov2 helpers.py:102]   [  290/10010]  eta: 18:50:57    time: 7.002076  data: 0.000470  max mem: 26539
I20260630 04:37:11 125597 dinov2 helpers.py:102]   [  300/10010]  eta: 18:49:53    time: 7.001531  data: 0.000483  max mem: 26539
I20260630 04:38:21 125597 dinov2 helpers.py:102]   [  310/10010]  eta: 18:48:50    time: 7.002181  data: 0.000464  max mem: 26539
I20260630 04:39:31 125597 dinov2 helpers.py:102]   [  320/10010]  eta: 18:47:47    time: 7.003108  data: 0.000456  max mem: 26539
I20260630 04:40:41 125597 dinov2 helpers.py:102]   [  330/10010]  eta: 18:46:42    time: 7.002389  data: 0.000470  max mem: 26539
I20260630 04:41:51 125597 dinov2 helpers.py:102]   [  340/10010]  eta: 18:45:37    time: 7.001220  data: 0.000471  max mem: 26539
I20260630 04:43:01 125597 dinov2 helpers.py:102]   [  350/10010]  eta: 18:44:32    time: 7.001665  data: 0.000642  max mem: 26539
I20260630 04:44:11 125597 dinov2 helpers.py:102]   [  360/10010]  eta: 18:43:27    time: 7.003017  data: 0.000637  max mem: 26539
I20260630 04:45:21 125597 dinov2 helpers.py:102]   [  370/10010]  eta: 18:42:22    time: 7.001873  data: 0.000436  max mem: 26539
I20260630 04:46:31 125597 dinov2 helpers.py:102]   [  380/10010]  eta: 18:41:16    time: 7.001244  data: 0.000445  max mem: 26539
I20260630 04:47:41 125597 dinov2 helpers.py:102]   [  390/10010]  eta: 18:40:10    time: 7.001924  data: 0.000451  max mem: 26539
I20260630 04:48:51 125597 dinov2 helpers.py:102]   [  400/10010]  eta: 18:39:04    time: 7.002177  data: 0.000446  max mem: 26539
I20260630 04:50:01 125597 dinov2 helpers.py:102]   [  410/10010]  eta: 18:37:57    time: 7.001832  data: 0.000449  max mem: 26539
I20260630 04:51:11 125597 dinov2 helpers.py:102]   [  420/10010]  eta: 18:36:51    time: 7.001820  data: 0.000458  max mem: 26539
I20260630 04:52:21 125597 dinov2 helpers.py:102]   [  430/10010]  eta: 18:35:45    time: 7.002916  data: 0.000469  max mem: 26539
I20260630 04:53:31 125597 dinov2 helpers.py:102]   [  440/10010]  eta: 18:34:38    time: 7.003708  data: 0.000444  max mem: 26539
I20260630 04:54:41 125597 dinov2 helpers.py:102]   [  450/10010]  eta: 18:33:31    time: 7.003800  data: 0.000418  max mem: 26539
I20260630 04:55:51 125597 dinov2 helpers.py:102]   [  460/10010]  eta: 18:32:25    time: 7.004358  data: 0.000446  max mem: 26539
I20260630 04:57:01 125597 dinov2 helpers.py:102]   [  470/10010]  eta: 18:31:18    time: 7.004363  data: 0.000470  max mem: 26539
I20260630 04:58:11 125597 dinov2 helpers.py:102]   [  480/10010]  eta: 18:30:11    time: 7.003896  data: 0.000469  max mem: 26539
I20260630 04:59:22 125597 dinov2 helpers.py:102]   [  490/10010]  eta: 18:29:04    time: 7.003844  data: 0.000460  max mem: 26539
I20260630 05:00:32 125597 dinov2 helpers.py:102]   [  500/10010]  eta: 18:27:57    time: 7.003591  data: 0.000456  max mem: 26539
I20260630 05:01:42 125597 dinov2 helpers.py:102]   [  510/10010]  eta: 18:26:49    time: 7.003937  data: 0.000458  max mem: 26539
I20260630 05:02:52 125597 dinov2 helpers.py:102]   [  520/10010]  eta: 18:25:42    time: 7.005409  data: 0.000482  max mem: 26539
I20260630 05:04:02 125597 dinov2 helpers.py:102]   [  530/10010]  eta: 18:24:35    time: 7.006183  data: 0.000480  max mem: 26539
I20260630 05:05:12 125597 dinov2 helpers.py:102]   [  540/10010]  eta: 18:23:27    time: 7.004840  data: 0.000443  max mem: 26539
I20260630 05:06:22 125597 dinov2 helpers.py:102]   [  550/10010]  eta: 18:22:19    time: 7.002001  data: 0.000450  max mem: 26539
I20260630 05:07:32 125597 dinov2 helpers.py:102]   [  560/10010]  eta: 18:21:11    time: 7.001190  data: 0.000455  max mem: 26539
I20260630 05:08:42 125597 dinov2 helpers.py:102]   [  570/10010]  eta: 18:20:03    time: 7.002338  data: 0.000432  max mem: 26539
I20260630 05:09:52 125597 dinov2 helpers.py:102]   [  580/10010]  eta: 18:18:55    time: 7.003307  data: 0.000428  max mem: 26539
I20260630 05:11:02 125597 dinov2 helpers.py:102]   [  590/10010]  eta: 18:17:47    time: 7.004368  data: 0.000456  max mem: 26539
I20260630 05:12:12 125597 dinov2 helpers.py:102]   [  600/10010]  eta: 18:16:39    time: 7.004720  data: 0.000458  max mem: 26539
I20260630 05:13:22 125597 dinov2 helpers.py:102]   [  610/10010]  eta: 18:15:31    time: 7.004367  data: 0.000439  max mem: 26539
I20260630 05:14:32 125597 dinov2 helpers.py:102]   [  620/10010]  eta: 18:14:23    time: 7.005176  data: 0.000436  max mem: 26539
I20260630 05:15:42 125597 dinov2 helpers.py:102]   [  630/10010]  eta: 18:13:15    time: 7.006385  data: 0.000459  max mem: 26539
I20260630 05:16:52 125597 dinov2 helpers.py:102]   [  640/10010]  eta: 18:12:07    time: 7.006591  data: 0.000473  max mem: 26539
I20260630 05:18:02 125597 dinov2 helpers.py:102]   [  650/10010]  eta: 18:10:59    time: 7.006386  data: 0.000447  max mem: 26539
I20260630 05:19:12 125597 dinov2 helpers.py:102]   [  660/10010]  eta: 18:09:51    time: 7.005584  data: 0.000434  max mem: 26539
I20260630 05:20:22 125597 dinov2 helpers.py:102]   [  670/10010]  eta: 18:08:43    time: 7.006028  data: 0.000454  max mem: 26539
I20260630 05:21:32 125597 dinov2 helpers.py:102]   [  680/10010]  eta: 18:07:34    time: 7.006097  data: 0.000457  max mem: 26539
I20260630 05:22:42 125597 dinov2 helpers.py:102]   [  690/10010]  eta: 18:06:26    time: 7.005210  data: 0.000456  max mem: 26539
I20260630 05:23:53 125597 dinov2 helpers.py:102]   [  700/10010]  eta: 18:05:17    time: 7.003769  data: 0.000460  max mem: 26539
I20260630 05:25:03 125597 dinov2 helpers.py:102]   [  710/10010]  eta: 18:04:08    time: 7.003474  data: 0.000445  max mem: 26539
I20260630 05:26:13 125597 dinov2 helpers.py:102]   [  720/10010]  eta: 18:03:00    time: 7.005414  data: 0.000458  max mem: 26539
I20260630 05:27:23 125597 dinov2 helpers.py:102]   [  730/10010]  eta: 18:01:51    time: 7.006438  data: 0.000462  max mem: 26539
I20260630 05:28:33 125597 dinov2 helpers.py:102]   [  740/10010]  eta: 18:00:43    time: 7.005440  data: 0.000446  max mem: 26539
I20260630 05:29:43 125597 dinov2 helpers.py:102]   [  750/10010]  eta: 17:59:34    time: 7.005006  data: 0.000446  max mem: 26539
I20260630 05:30:53 125597 dinov2 helpers.py:102]   [  760/10010]  eta: 17:58:25    time: 7.005946  data: 0.000455  max mem: 26539
I20260630 05:32:03 125597 dinov2 helpers.py:102]   [  770/10010]  eta: 17:57:17    time: 7.006703  data: 0.000486  max mem: 26539
I20260630 05:33:13 125597 dinov2 helpers.py:102]   [  780/10010]  eta: 17:56:08    time: 7.006549  data: 0.000475  max mem: 26539
I20260630 05:34:23 125597 dinov2 helpers.py:102]   [  790/10010]  eta: 17:54:59    time: 7.004517  data: 0.000441  max mem: 26539
I20260630 05:35:33 125597 dinov2 helpers.py:102]   [  800/10010]  eta: 17:53:50    time: 7.002696  data: 0.000453  max mem: 26539
I20260630 05:36:43 125597 dinov2 helpers.py:102]   [  810/10010]  eta: 17:52:41    time: 7.002682  data: 0.000477  max mem: 26539
I20260630 05:37:53 125597 dinov2 helpers.py:102]   [  820/10010]  eta: 17:51:32    time: 7.003743  data: 0.000475  max mem: 26539
I20260630 05:39:03 125597 dinov2 helpers.py:102]   [  830/10010]  eta: 17:50:23    time: 7.004055  data: 0.000455  max mem: 26539
I20260630 05:40:13 125597 dinov2 helpers.py:102]   [  840/10010]  eta: 17:49:14    time: 7.004442  data: 0.000444  max mem: 26539
I20260630 05:41:23 125597 dinov2 helpers.py:102]   [  850/10010]  eta: 17:48:05    time: 7.004623  data: 0.000453  max mem: 26539
I20260630 05:42:33 125597 dinov2 helpers.py:102]   [  860/10010]  eta: 17:46:56    time: 7.004296  data: 0.000481  max mem: 26539
I20260630 05:43:43 125597 dinov2 helpers.py:102]   [  870/10010]  eta: 17:45:46    time: 7.004391  data: 0.000493  max mem: 26539
I20260630 05:44:53 125597 dinov2 helpers.py:102]   [  880/10010]  eta: 17:44:37    time: 7.003558  data: 0.000477  max mem: 26539
I20260630 05:46:03 125597 dinov2 helpers.py:102]   [  890/10010]  eta: 17:43:28    time: 7.004300  data: 0.000459  max mem: 26539
I20260630 05:47:13 125597 dinov2 helpers.py:102]   [  900/10010]  eta: 17:42:19    time: 7.005554  data: 0.000462  max mem: 26539
I20260630 05:48:24 125597 dinov2 helpers.py:102]   [  910/10010]  eta: 17:41:10    time: 7.004874  data: 0.000470  max mem: 26539
I20260630 05:49:34 125597 dinov2 helpers.py:102]   [  920/10010]  eta: 17:40:01    time: 7.004420  data: 0.000460  max mem: 26539
I20260630 05:50:44 125597 dinov2 helpers.py:102]   [  930/10010]  eta: 17:38:52    time: 7.005208  data: 0.000461  max mem: 26539
I20260630 05:51:54 125597 dinov2 helpers.py:102]   [  940/10010]  eta: 17:37:42    time: 7.005949  data: 0.000476  max mem: 26539
I20260630 05:53:04 125597 dinov2 helpers.py:102]   [  950/10010]  eta: 17:36:33    time: 7.006558  data: 0.000465  max mem: 26539
I20260630 05:54:14 125597 dinov2 helpers.py:102]   [  960/10010]  eta: 17:35:24    time: 7.006618  data: 0.000464  max mem: 26539
I20260630 05:55:24 125597 dinov2 helpers.py:102]   [  970/10010]  eta: 17:34:15    time: 7.004711  data: 0.000521  max mem: 26539
I20260630 05:56:34 125597 dinov2 helpers.py:102]   [  980/10010]  eta: 17:33:06    time: 7.003718  data: 0.000493  max mem: 26539
I20260630 05:57:44 125597 dinov2 helpers.py:102]   [  990/10010]  eta: 17:31:56    time: 7.003574  data: 0.000442  max mem: 26539
I20260630 05:58:54 125597 dinov2 helpers.py:102]   [ 1000/10010]  eta: 17:30:47    time: 7.004342  data: 0.000463  max mem: 26539
I20260630 06:00:04 125597 dinov2 helpers.py:102]   [ 1010/10010]  eta: 17:29:38    time: 7.005879  data: 0.000446  max mem: 26539
I20260630 06:01:14 125597 dinov2 helpers.py:102]   [ 1020/10010]  eta: 17:28:29    time: 7.006419  data: 0.000438  max mem: 26539
I20260630 06:02:24 125597 dinov2 helpers.py:102]   [ 1030/10010]  eta: 17:27:19    time: 7.005910  data: 0.000456  max mem: 26539
I20260630 06:03:34 125597 dinov2 helpers.py:102]   [ 1040/10010]  eta: 17:26:10    time: 7.004948  data: 0.000465  max mem: 26539
I20260630 06:04:44 125597 dinov2 helpers.py:102]   [ 1050/10010]  eta: 17:25:01    time: 7.005056  data: 0.000439  max mem: 26539
I20260630 06:05:54 125597 dinov2 helpers.py:102]   [ 1060/10010]  eta: 17:23:51    time: 7.005759  data: 0.000421  max mem: 26539
I20260630 06:07:04 125597 dinov2 helpers.py:102]   [ 1070/10010]  eta: 17:22:42    time: 7.004361  data: 0.000438  max mem: 26539
I20260630 06:08:14 125597 dinov2 helpers.py:102]   [ 1080/10010]  eta: 17:21:32    time: 7.002069  data: 0.000489  max mem: 26539
I20260630 06:09:24 125597 dinov2 helpers.py:102]   [ 1090/10010]  eta: 17:20:22    time: 7.001595  data: 0.000484  max mem: 26539
I20260630 06:10:34 125597 dinov2 helpers.py:102]   [ 1100/10010]  eta: 17:19:13    time: 7.002141  data: 0.000429  max mem: 26539
I20260630 06:11:44 125597 dinov2 helpers.py:102]   [ 1110/10010]  eta: 17:18:03    time: 7.003879  data: 0.000413  max mem: 26539
I20260630 06:12:55 125597 dinov2 helpers.py:102]   [ 1120/10010]  eta: 17:16:54    time: 7.004655  data: 0.000427  max mem: 26539
I20260630 06:14:05 125597 dinov2 helpers.py:102]   [ 1130/10010]  eta: 17:15:44    time: 7.004091  data: 0.000435  max mem: 26539
I20260630 06:15:15 125597 dinov2 helpers.py:102]   [ 1140/10010]  eta: 17:14:35    time: 7.003537  data: 0.000425  max mem: 26539
I20260630 06:16:25 125597 dinov2 helpers.py:102]   [ 1150/10010]  eta: 17:13:25    time: 7.002271  data: 0.000415  max mem: 26539
I20260630 06:17:35 125597 dinov2 helpers.py:102]   [ 1160/10010]  eta: 17:12:15    time: 7.002469  data: 0.000414  max mem: 26539
I20260630 06:18:45 125597 dinov2 helpers.py:102]   [ 1170/10010]  eta: 17:11:06    time: 7.004576  data: 0.000433  max mem: 26539
I20260630 06:19:55 125597 dinov2 helpers.py:102]   [ 1180/10010]  eta: 17:09:56    time: 7.004935  data: 0.000432  max mem: 26539
I20260630 06:21:05 125597 dinov2 helpers.py:102]   [ 1190/10010]  eta: 17:08:47    time: 7.004177  data: 0.000416  max mem: 26539
I20260630 06:22:15 125597 dinov2 helpers.py:102]   [ 1200/10010]  eta: 17:07:37    time: 7.004418  data: 0.000412  max mem: 26539
I20260630 06:23:25 125597 dinov2 helpers.py:102]   [ 1210/10010]  eta: 17:06:28    time: 7.005834  data: 0.000429  max mem: 26539
I20260630 06:24:35 125597 dinov2 helpers.py:102]   [ 1220/10010]  eta: 17:05:18    time: 7.006906  data: 0.000454  max mem: 26539
I20260630 06:25:45 125597 dinov2 helpers.py:102]   [ 1230/10010]  eta: 17:04:09    time: 7.005825  data: 0.000438  max mem: 26539
I20260630 06:26:55 125597 dinov2 helpers.py:102]   [ 1240/10010]  eta: 17:02:59    time: 7.005075  data: 0.000416  max mem: 26539
I20260630 06:28:05 125597 dinov2 helpers.py:102]   [ 1250/10010]  eta: 17:01:50    time: 7.003608  data: 0.000431  max mem: 26539
I20260630 06:29:15 125597 dinov2 helpers.py:102]   [ 1260/10010]  eta: 17:00:40    time: 7.002865  data: 0.000430  max mem: 26539
I20260630 06:30:25 125597 dinov2 helpers.py:102]   [ 1270/10010]  eta: 16:59:30    time: 7.004574  data: 0.000422  max mem: 26539
I20260630 06:31:35 125597 dinov2 helpers.py:102]   [ 1280/10010]  eta: 16:58:21    time: 7.005245  data: 0.000428  max mem: 26539
I20260630 06:32:45 125597 dinov2 helpers.py:102]   [ 1290/10010]  eta: 16:57:11    time: 7.003750  data: 0.000428  max mem: 26539
I20260630 06:33:55 125597 dinov2 helpers.py:102]   [ 1300/10010]  eta: 16:56:01    time: 7.002254  data: 0.000419  max mem: 26539
I20260630 06:35:05 125597 dinov2 helpers.py:102]   [ 1310/10010]  eta: 16:54:51    time: 7.002506  data: 0.000412  max mem: 26539
I20260630 06:36:15 125597 dinov2 helpers.py:102]   [ 1320/10010]  eta: 16:53:42    time: 7.002295  data: 0.000417  max mem: 26539
I20260630 06:37:25 125597 dinov2 helpers.py:102]   [ 1330/10010]  eta: 16:52:32    time: 7.003163  data: 0.000414  max mem: 26539
I20260630 06:38:35 125597 dinov2 helpers.py:102]   [ 1340/10010]  eta: 16:51:22    time: 7.004590  data: 0.000425  max mem: 26539
I20260630 06:39:45 125597 dinov2 helpers.py:102]   [ 1350/10010]  eta: 16:50:13    time: 7.003709  data: 0.000432  max mem: 26539
I20260630 06:40:55 125597 dinov2 helpers.py:102]   [ 1360/10010]  eta: 16:49:03    time: 7.002382  data: 0.000422  max mem: 26539
I20260630 06:42:06 125597 dinov2 helpers.py:102]   [ 1370/10010]  eta: 16:47:53    time: 7.003294  data: 0.000432  max mem: 26539
I20260630 06:43:16 125597 dinov2 helpers.py:102]   [ 1380/10010]  eta: 16:46:44    time: 7.005013  data: 0.000426  max mem: 26539
I20260630 06:44:26 125597 dinov2 helpers.py:102]   [ 1390/10010]  eta: 16:45:34    time: 7.005816  data: 0.000412  max mem: 26539
I20260630 06:45:36 125597 dinov2 helpers.py:102]   [ 1400/10010]  eta: 16:44:24    time: 7.006316  data: 0.000463  max mem: 26539
I20260630 06:46:46 125597 dinov2 helpers.py:102]   [ 1410/10010]  eta: 16:43:15    time: 7.005884  data: 0.000473  max mem: 26539
I20260630 06:47:56 125597 dinov2 helpers.py:102]   [ 1420/10010]  eta: 16:42:05    time: 7.005464  data: 0.000430  max mem: 26539
I20260630 06:49:06 125597 dinov2 helpers.py:102]   [ 1430/10010]  eta: 16:40:56    time: 7.005416  data: 0.000416  max mem: 26539
I20260630 06:50:16 125597 dinov2 helpers.py:102]   [ 1440/10010]  eta: 16:39:46    time: 7.006152  data: 0.000406  max mem: 26539
I20260630 06:51:26 125597 dinov2 helpers.py:102]   [ 1450/10010]  eta: 16:38:36    time: 7.006063  data: 0.000423  max mem: 26539
I20260630 06:52:36 125597 dinov2 helpers.py:102]   [ 1460/10010]  eta: 16:37:27    time: 7.004312  data: 0.000424  max mem: 26539
I20260630 06:53:46 125597 dinov2 helpers.py:102]   [ 1470/10010]  eta: 16:36:17    time: 7.003198  data: 0.000416  max mem: 26539
I20260630 06:54:56 125597 dinov2 helpers.py:102]   [ 1480/10010]  eta: 16:35:07    time: 7.004836  data: 0.000427  max mem: 26539
I20260630 06:56:06 125597 dinov2 helpers.py:102]   [ 1490/10010]  eta: 16:33:58    time: 7.006829  data: 0.000442  max mem: 26539
I20260630 06:57:16 125597 dinov2 helpers.py:102]   [ 1500/10010]  eta: 16:32:48    time: 7.006805  data: 0.000439  max mem: 26539
I20260630 06:58:26 125597 dinov2 helpers.py:102]   [ 1510/10010]  eta: 16:31:38    time: 7.005957  data: 0.000418  max mem: 26539
I20260630 06:59:36 125597 dinov2 helpers.py:102]   [ 1520/10010]  eta: 16:30:29    time: 7.005682  data: 0.000407  max mem: 26539
I20260630 07:00:46 125597 dinov2 helpers.py:102]   [ 1530/10010]  eta: 16:29:19    time: 7.005983  data: 0.000420  max mem: 26539
I20260630 07:01:56 125597 dinov2 helpers.py:102]   [ 1540/10010]  eta: 16:28:09    time: 7.005102  data: 0.000419  max mem: 26539
I20260630 07:03:07 125597 dinov2 helpers.py:102]   [ 1550/10010]  eta: 16:26:59    time: 7.004665  data: 0.000420  max mem: 26539
I20260630 07:04:17 125597 dinov2 helpers.py:102]   [ 1560/10010]  eta: 16:25:50    time: 7.004399  data: 0.000466  max mem: 26539
I20260630 07:05:27 125597 dinov2 helpers.py:102]   [ 1570/10010]  eta: 16:24:40    time: 7.002951  data: 0.000475  max mem: 26539
I20260630 07:06:37 125597 dinov2 helpers.py:102]   [ 1580/10010]  eta: 16:23:30    time: 7.002168  data: 0.000473  max mem: 26539
I20260630 07:07:47 125597 dinov2 helpers.py:102]   [ 1590/10010]  eta: 16:22:20    time: 7.002533  data: 0.000452  max mem: 26539
I20260630 07:08:57 125597 dinov2 helpers.py:102]   [ 1600/10010]  eta: 16:21:10    time: 7.003886  data: 0.000410  max mem: 26539
I20260630 07:10:07 125597 dinov2 helpers.py:102]   [ 1610/10010]  eta: 16:20:01    time: 7.005038  data: 0.000405  max mem: 26539
I20260630 07:11:17 125597 dinov2 helpers.py:102]   [ 1620/10010]  eta: 16:18:51    time: 7.005169  data: 0.000492  max mem: 26539
I20260630 07:12:27 125597 dinov2 helpers.py:102]   [ 1630/10010]  eta: 16:17:41    time: 7.003404  data: 0.000488  max mem: 26539
I20260630 07:13:37 125597 dinov2 helpers.py:102]   [ 1640/10010]  eta: 16:16:31    time: 7.002314  data: 0.000407  max mem: 26539
I20260630 07:14:47 125597 dinov2 helpers.py:102]   [ 1650/10010]  eta: 16:15:21    time: 7.002620  data: 0.000419  max mem: 26539
I20260630 07:15:57 125597 dinov2 helpers.py:102]   [ 1660/10010]  eta: 16:14:11    time: 7.001980  data: 0.000420  max mem: 26539
I20260630 07:17:07 125597 dinov2 helpers.py:102]   [ 1670/10010]  eta: 16:13:01    time: 7.001550  data: 0.000420  max mem: 26539
I20260630 07:18:17 125597 dinov2 helpers.py:102]   [ 1680/10010]  eta: 16:11:51    time: 7.002496  data: 0.000423  max mem: 26539
I20260630 07:19:27 125597 dinov2 helpers.py:102]   [ 1690/10010]  eta: 16:10:42    time: 7.003462  data: 0.000431  max mem: 26539
I20260630 07:20:37 125597 dinov2 helpers.py:102]   [ 1700/10010]  eta: 16:09:32    time: 7.003521  data: 0.000434  max mem: 26539
I20260630 07:21:47 125597 dinov2 helpers.py:102]   [ 1710/10010]  eta: 16:08:22    time: 7.003121  data: 0.000436  max mem: 26539
I20260630 07:22:57 125597 dinov2 helpers.py:102]   [ 1720/10010]  eta: 16:07:12    time: 7.002885  data: 0.000420  max mem: 26539
I20260630 07:24:07 125597 dinov2 helpers.py:102]   [ 1730/10010]  eta: 16:06:02    time: 7.004210  data: 0.000411  max mem: 26539
I20260630 07:25:17 125597 dinov2 helpers.py:102]   [ 1740/10010]  eta: 16:04:53    time: 7.005724  data: 0.000428  max mem: 26539
I20260630 07:26:27 125597 dinov2 helpers.py:102]   [ 1750/10010]  eta: 16:03:43    time: 7.005929  data: 0.000428  max mem: 26539
I20260630 07:27:37 125597 dinov2 helpers.py:102]   [ 1760/10010]  eta: 16:02:33    time: 7.005473  data: 0.000414  max mem: 26539
I20260630 07:28:47 125597 dinov2 helpers.py:102]   [ 1770/10010]  eta: 16:01:23    time: 7.006190  data: 0.000415  max mem: 26539
I20260630 07:29:57 125597 dinov2 helpers.py:102]   [ 1780/10010]  eta: 16:00:13    time: 7.005136  data: 0.000429  max mem: 26539
I20260630 07:31:07 125597 dinov2 helpers.py:102]   [ 1790/10010]  eta: 15:59:03    time: 7.002679  data: 0.000421  max mem: 26539
I20260630 07:32:17 125597 dinov2 helpers.py:102]   [ 1800/10010]  eta: 15:57:54    time: 7.003204  data: 0.000417  max mem: 26539
I20260630 07:33:28 125597 dinov2 helpers.py:102]   [ 1810/10010]  eta: 15:56:44    time: 7.004617  data: 0.000419  max mem: 26539
