name,d,n_tokens,top1_share,part_ratio,eff_rank_e,r2_raw,r2_std,r2_krr,r2_lin_p,gap_scale,gap_nonlin,mknn,cka_txt
mc1_b16_224_400m,768,196,0.06820188746192851,62.519620371161515,169.73636840349604,0.246573075911941,0.24818366114174706,0.2447277874341559,0.23346307679655653,0.0016105852298060608,0.011264710637599373,0.056734517106972714,0.2880155318728633
mc1_b32_224_2.5b,768,49,0.0645037262749019,61.19015252648902,171.38174076923968,0.24049284304741814,0.2408966373629755,0.24106960924589083,0.22540863690554358,0.0004037943155573709,0.015660972340347246,0.05532698137721957,0.2856414868227172
mc1_b32_224_400m,768,49,0.08218352662134026,54.79141698122892,175.05401313797157,0.23572855449797492,0.23664299332519478,0.23340222574128922,0.2198669735054425,0.0009144388272198656,0.013535252235846729,0.052295365959289734,0.2556682214036131
mc1_g14_224_2.5b,1664,256,0.05753206042718648,100.44349437551628,356.87809893655975,0.2783143029656694,0.27316465882685315,0.2798361964566426,0.266142221654628,-0.005149644138816245,0.013693974802014619,0.06305760069294068,0.25343962814921717
mc1_h14_224_2.5b,1280,256,0.4382442555843118,4.568136232924704,26.01032294554287,0.2783354101112099,0.27415210701167125,0.28469006114895423,0.26887156874621454,-0.004183303099538627,0.015818492402739692,0.04722823733217844,0.09810736773585768
mc1_h14_224_v1.2,1280,256,0.08274509629845657,66.76672529643335,247.3707537229747,0.26422562491116863,0.2623458122270438,0.25877496285652846,0.2462371973562567,-0.0018798126841248486,0.012537765500271747,0.05588999566912083,0.22742403705514494
mc1_l14_224_2.5b,1024,256,0.05699989352675764,73.00590648717107,188.27799520107982,0.27579773433183696,0.277110105481452,0.27243333677375725,0.26188789078234054,0.0013123711496150214,0.010545445991416713,0.05766565612819404,0.27726566934963837
mc1_l14_224_400m,1024,256,0.044623135121570776,110.27310172865255,277.1841000147613,0.26884330034570103,0.26805174328459747,0.2695726776874231,0.25533276911362424,-0.0007915570611035649,0.014239908573798865,0.06299263750541359,0.2862015656115686
mc2_b16_224,768,196,0.06446784697501512,67.36761580708458,171.25935238756958,0.24797448256798582,0.24937527201260856,0.24453240186917713,0.23334135420176205,0.001400789444622741,0.011191047667415077,0.055608488523170206,0.3048159857786251
mc2_b16_384,768,576,0.06703713868404591,64.25808395330723,163.48832898901114,0.24655546729553302,0.24805777625336412,0.24388148175969215,0.2325253614699081,0.0015023089578311,0.011356120289784055,0.05584668687743613,0.30193499680841873
mc2_b32_224,768,49,0.06820022251048309,58.41543746551812,158.30652537890595,0.23188312342623418,0.23233165786333743,0.22561050440846342,0.21448954266595743,0.0004485344371032429,0.011120961742505986,0.0512343005630143,0.2965074906621197
mc2_b32_224_mt5,768,49,0.08069281273519816,55.172128697505066,157.673491988873,0.23921361745041458,0.2404516454643093,0.23668523648013895,0.2254957339355801,0.0012380280138947208,0.01118950254455886,0.051905586834127326,0.28979834961470113
mc2_b32_384,768,144,0.07412889957953875,54.590716666684514,148.71601198726714,0.23152055015629436,0.2328138916446444,0.22733041850052693,0.21517370121655388,0.0012933414883500305,0.01215671728397305,0.048462537895192725,0.28778294142457433
mc2_g14_224,1664,256,0.045896040909461255,111.47265275495587,371.9810486903883,0.29412823425570944,0.2883487704118415,0.2965069748220016,0.285733297914212,-0.00577946384386796,0.010773676907789631,0.06922910350801213,0.3054708469865416
mc2_g14_378,1664,729,0.04978926024379135,104.47752628616665,349.28147978022844,0.29702958411506974,0.29170627513739344,0.2967997262661498,0.28536332785125984,-0.0053233089776763,0.01143639841488997,0.06699870073624946,0.30140300945652365
mc2_h14_378,1280,729,0.08219492606033892,63.2065220574028,236.00597161972956,0.2661479170507518,0.2656438624543741,0.26128589519132717,0.24700711273280151,-0.000504054596377701,0.014278782458525652,0.05437418796015591,0.22820793532322042
mc2_l14_224,1024,256,0.06522089779708201,61.69115195486423,176.8437132716666,0.26333851805552255,0.26390781109563266,0.25842714415309687,0.2494164923917811,0.0005692930401101082,0.009010651761315769,0.05192724122996969,0.27356623088320475
mc2_m16_224,512,196,0.05734790454679404,66.5613166225111,144.14916693708875,0.23789009153068197,0.238611616741908,0.23657456825960177,0.22266154899373725,0.0007215252112260373,0.013913019265864524,0.05411433521004764,0.2891826558140024
mc2_m16_224_mt5,512,196,0.08211815516770365,46.28714434517779,118.4075471375557,0.2422516832387508,0.24023183591761577,0.23967433836582075,0.2278933270292931,-0.0020198473211350265,0.011781011336527647,0.05307492420961455,0.27343450201523295
mc2_m16_384,512,576,0.05913363973774039,64.40918680588285,139.7363414205726,0.23531822910961642,0.23554683818024047,0.23508520995015947,0.22142068534867865,0.0002286090706240529,0.01366452460148082,0.051797314854915545,0.28013723945680846
mc2_s16_224,384,196,0.06123273399504581,54.283010272454874,110.02128551541254,0.23632976338195244,0.23480686041880228,0.23599904440749975,0.221042747506365,-0.0015229029631501634,0.014956296901134758,0.05517540060632309,0.2922929487418004
mc2_s16_224_mt5,384,196,0.0758236662683676,53.89517189453461,118.33327045061705,0.23302405774950108,0.2310450311171356,0.2323043038396585,0.21953780757909724,-0.001979026632365488,0.012766496260561255,0.053659592897358166,0.27914219229813725
mc2_s16_384,384,576,0.06326965418405416,51.89564561526162,106.2453621954932,0.24140780154667918,0.24037417454715282,0.24154900026295767,0.2271093911256311,-0.0010336269995263603,0.014439609137326559,0.0537895192724123,0.29082465962180415
pe_core_b16_224,768,196,0.11728152130303829,18.65407001063503,35.69792949174174,0.275003132234783,0.27920543107361817,0.27386936963513286,0.2651824146957211,0.004202298838835161,0.00868695493941174,0.042854049372022515,0.13199716213031415
pe_core_g14_448,1536,1024,0.295310358049157,4.628039810338825,5.760727483693165,0.2999964708142575,0.3038101815006057,0.3007748462346743,0.2926562478614384,0.0038137106863481707,0.008118598373235919,0.010242529233434387,0.049992613306654894
pe_core_l14_336,1024,576,0.2255141331489148,8.347205458798834,16.500873060118632,0.29906829153429093,0.3032371912258306,0.29284561952382704,0.2868736528433774,0.0041688996915396626,0.005971966680449636,0.03271979211779991,0.07050720033284108
pe_core_s16_384,384,576,0.24985531625406646,7.02004354746119,10.22644045856549,0.2497145563453803,0.2510538250512909,0.2475411203459843,0.2354616676165251,0.0013392687059106123,0.012079452729459206,0.025140753572975315,0.09888164419547828
pe_core_t16_384,192,576,0.23864842222872154,6.736659850553767,10.730855579245107,0.21287306265430306,0.21364720665160442,0.2178675144502702,0.20342356868946743,0.0007741439973013575,0.014443945760802768,0.026591598094413166,0.11677780108658979
pe_lang_g14_448,1536,1024,0.07963148394112382,56.773508687684,202.39472796609402,0.3133826874171596,0.3096924820731507,0.30885651502330946,0.30247583394354893,-0.003690205344008879,0.006380681079760531,0.0739714161974881,0.3046099240199747
pe_lang_g14_448_tiling,1536,1024,0.15102917709740862,32.36842961438517,186.22261254403566,0.3058155778350391,0.30183294097094626,0.3030196318957332,0.2953218924092953,-0.003982636864092837,0.007697739486437927,0.06517973148549155,0.1906055908719702
pe_lang_l14_448,1024,1024,0.06544300119160129,62.394223831371235,187.96919086292036,0.30397520259283883,0.3046871002044945,0.299737863361594,0.2937552848815804,0.0007118976116556874,0.005982578480013601,0.07067994802944998,0.3312995886970411
pixio_vit1b16,1536,256,0.28043747279798664,9.638034238456338,47.57719809066316,0.2714570150426493,0.2697665987443916,0.2635522409050528,0.2557841043864497,-0.0016904162982577242,0.007768136518603086,0.04711996535296665,0.18377609761545805
pixio_vitb16,768,256,0.2846365520289691,7.804628778822982,23.997388138106835,0.2733762409467295,0.27329711569406645,0.2654929087340746,0.2586386437583127,-7.912525266307036e-05,0.0068542649757619145,0.04623213512343006,0.20508505588095435
pixio_vith16,1280,256,0.2577349962439102,11.2888710572781,53.44272099076749,0.2696796818959267,0.270578632339189,0.2626588994383926,0.253347803738867,0.0008989504432622697,0.009311095699525596,0.0472932005197055,0.18118898026053293
pixio_vitl16,1024,256,0.335119738092436,5.068055934048895,11.764854698745387,0.2712425443161295,0.2723667516581736,0.26235998124993654,0.25360678663329317,0.0011242073420441034,0.008753194616643367,0.039822433954092684,0.1841910990736567
raev2,1024,256,0.04610341960303432,94.4749015382917,234.0756527755883,0.27545754314028736,0.273574138016789,0.27389953830271396,0.261762346563606,-0.0018834051234983828,0.012137191739107989,0.061931572109138154,0.3172230292024627
siglip2_b16_224,768,196,0.07537695384731037,54.51857918693642,155.8851084804513,0.2981208528556565,0.29845395981776934,0.29295556675176715,0.28657132838736954,0.0003331069621128613,0.00638423836439761,0.06864443482026851,0.33517436896614344
siglip2_b16_256,768,256,0.07561567869850587,54.07247274752828,154.6799464285669,0.298139758264099,0.2985124160984878,0.29357312096847143,0.2866692647041571,0.00037265783438877875,0.006903856264314334,0.06827631009094846,0.33472928938226326
siglip2_b16_384,768,576,0.07762865376040463,52.26048393868568,150.14616251742592,0.29752802463378647,0.29832679856163213,0.29267004209094427,0.2856888895930041,0.000798773927845664,0.0069811524979401796,0.06721524469467302,0.330578680917932
siglip2_b16_512,768,1024,0.08021517267385547,50.687586431148446,147.15862718768523,0.29777034611015885,0.2988241762945596,0.2935040503263,0.2865515973611119,0.0010538301844007503,0.006952452965188094,0.06665223040277177,0.3261481827367485
siglip2_b32_256,768,64,0.07279037500633667,57.41481199767831,163.78811882887155,0.29362074516610737,0.29279979426181846,0.2888170339447239,0.2828269110884494,-0.0008209509042889085,0.005990122856274538,0.06829796448679082,0.3365877412993005
siglip2_g16_256,1536,256,0.052743019549114985,77.7104985558824,243.0445883687246,0.30489543922832163,0.3016566593319471,0.3001565338587364,0.2941079338706616,-0.003238779896374555,0.006048599988074832,0.07024686011260285,0.2922529033083504
siglip2_g16_384,1536,576,0.055193069740148135,68.02775840156941,217.72934728143667,0.30662609188455436,0.3039312263024059,0.302003747613545,0.2947873680658828,-0.002694865582148487,0.007216379547662188,0.06831961888263317,0.2747228883986164
siglip2_l16_256,1024,256,0.05406065965222376,79.48262500034264,219.9957416973763,0.3072026331123364,0.3068959349565069,0.3022027680018826,0.29625159505940035,-0.0003066981558295101,0.0059511729424822635,0.0726938068427891,0.3393315558083172
siglip2_l16_384,1024,576,0.05710847304158939,76.0667035946322,212.5491817229502,0.306446974352497,0.30702904673759934,0.3003824478560404,0.29440215410842785,0.000582072385102328,0.005980293747612553,0.07128627111303595,0.33406484077032805
siglip2_l16_512,1024,1024,0.05891090968428487,73.74361761400708,206.70164912844922,0.3063779411050437,0.30687799900458357,0.3000505895558718,0.29414845665412626,0.0005000578995398852,0.0059021329017455715,0.07106972715461238,0.33168029445473196
siglip2_sm14_224,1152,256,0.053551219565589024,79.83173820979182,222.36187439195027,0.30626360217049864,0.30537933491905045,0.2992564177533157,0.29308930443161463,-0.0008842672514481897,0.0061671133217010565,0.07254222607189259,0.3297556387854861
siglip2_sm14_384,1152,729,0.0595364171768977,71.33182833069118,205.51981537467316,0.30593663030624163,0.3059261964325829,0.29933893245444076,0.2935186662498328,-1.0433873658732828e-05,0.00582026620460796,0.07119965352966652,0.3196015739937629
siglip2_sm16_256,1152,256,0.053319938907116136,79.61068810941491,221.590641888093,0.30608320154742386,0.30521763121477596,0.2989552946964479,0.2925715918086751,-0.0008655703326478914,0.006383702887772791,0.072932005197055,0.32997600000988586
siglip2_sm16_384,1152,576,0.05770339396275021,73.17392043959185,208.80703627855874,0.3058996901179578,0.3056433508498384,0.2988522417934528,0.29298402667039125,-0.0002563392681194099,0.005868215123061571,0.07241229969683845,0.3242531139961123
siglip2_sm16_512,1152,1024,0.061765216100609775,68.75347262254945,199.4046133879584,0.30515365787381576,0.30547336609847475,0.2985902620286628,0.2928505515333383,0.00031970822465898774,0.005739710495324513,0.07137288869640537,0.31737069953624786
toklip_l_384,1152,576,0.07951876630737467,50.91343529809447,158.92577488248938,0.29313606337253606,0.29224820230634074,0.2870325097081958,0.281440929022455,-0.0008878610661953168,0.005591580685740838,0.0633391078388913,0.30084467020244543
toklip_s_256,1152,256,0.07453421127862296,52.94661839602507,160.73015237719906,0.28808888265252186,0.286831444627462,0.28157492158133235,0.2762593483936404,-0.0012574380250598427,0.005315573187691935,0.062429623213512336,0.3071082735860737
uniar_bsq,4096,64,0.301818375061558,9.443764233155926,37.08744517393986,0.1839601928880119,0.18432065427559552,0.18900348628811858,0.16461203597727736,0.00036046138758361046,0.024391450310841223,0.038631442182763105,0.09154595160633851
unitok_attn,1024,256,0.052338603831197185,63.80440221913138,121.51756159189236,0.2840131953045082,0.2829987958231873,0.28716987319704934,0.2730451286953207,-0.0010143994813208712,0.014124744501728626,0.06998700736249458,0.3321422742962112
vilau_256,1024,256,0.4706764634014474,3.821646135832537,9.344807607692013,0.029803702930877085,0.030205354754148095,0.022920403177915105,0.022904726953299814,0.0004016518232710098,1.5676224615290835e-05,0.005673451710697272,0.0378493400051641
webssl_dino1b_full2b_224,1536,256,0.08950638266494758,50.816360395248,188.01062332349798,0.2940167860046915,0.2898378864827077,0.2894567795439281,0.28021754467216275,-0.004178899521983803,0.009239234871765367,0.06715028150714596,0.29007707710482006
webssl_dino300m_full2b_224,1024,256,0.0878014032398912,48.166964202765,144.04577231296955,0.25528492960834415,0.2570843427750855,0.24855926338022738,0.23777000847604435,0.0017994131667413704,0.010789254904183032,0.04852750108271979,0.28106928839288703
webssl_mae1b_full2b_224,1536,256,0.5769160500898766,2.705577122713707,5.171497396956012,0.15536500184121127,0.16852570406884004,0.1360726976643345,0.12382666854234603,0.013160702227628773,0.012246029121988466,0.010220874837592032,0.06299301221726532
webssl_mae2b_full2b_224,2688,256,0.5886277117587165,2.6565903781762703,5.237234961118828,0.173596453599975,0.18760122975248572,0.15052808102741555,0.13578248738078225,0.014004776152510723,0.014745593646633304,0.010567345171069728,0.06397057408624947
webssl_mae300m_full2b_224,1024,196,0.6327361875033474,2.3481119955756533,4.694095246557026,0.17019705737058,0.17897680500977997,0.16185386060562978,0.14708361459067332,0.008779747639199975,0.014770246014956467,0.0113685578172369,0.06143218791657972
webssl_mae3b_full2b_224,3072,256,0.5407124541977841,3.074822685597079,6.005062357230643,0.17449841357924523,0.19357887380825378,0.14964936804726614,0.13639386151971178,0.019080460229008556,0.013255506527554362,0.011022087483759204,0.06991557323547658
webssl_mae700m_full2b_224,1280,256,0.5691756570253349,2.7921956435214055,5.519209746641317,0.163447031211294,0.17716811531284604,0.1483995324242079,0.13390445644797822,0.013721084101552039,0.014495075976229677,0.010805543525335642,0.06379431642707573
